accuracy,Precision,Recall,loss,val_accuracy,val_Precision,val_Recall,val_loss
0.5503876209259033,0.5503876209259033,0.5503876209259033,0.7968001365661621,0.42424243688583374,0.42424243688583374,0.42424243688583374,0.8227798342704773
0.4883720874786377,0.4883720874786377,0.4883720874786377,0.7292989492416382,0.42424243688583374,0.42424243688583374,0.42424243688583374,0.6586998105049133
0.5271317958831787,0.5271317958831787,0.5271317958831787,0.6034013032913208,0.4848484992980957,0.4848484992980957,0.4848484992980957,0.5874252319335938
0.7674418687820435,0.7674418687820435,0.7674418687820435,0.4669337272644043,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.42846953868865967
0.7984496355056763,0.7984496355056763,0.7984496355056763,0.46741849184036255,0.8484848737716675,0.8484848737716675,0.8484848737716675,0.32276150584220886
0.8604651093482971,0.8604651093482971,0.8604651093482971,0.32627010345458984,0.7575757503509521,0.7575757503509521,0.7575757503509521,0.44138675928115845
0.8062015771865845,0.8062015771865845,0.8062015771865845,0.5138246417045593,0.8787878751754761,0.8787878751754761,0.8787878751754761,0.31123054027557373
0.9534883499145508,0.9534883499145508,0.9534883499145508,0.2151268869638443,0.939393937587738,0.939393937587738,0.939393937587738,0.32449865341186523
0.8604651093482971,0.8604651093482971,0.8604651093482971,0.3078199625015259,0.939393937587738,0.939393937587738,0.939393937587738,0.1920715570449829
0.9534883499145508,0.9534883499145508,0.9534883499145508,0.1564246416091919,0.939393937587738,0.939393937587738,0.939393937587738,0.1843917965888977
0.8372092843055725,0.8372092843055725,0.8372092843055725,0.31755203008651733,0.939393937587738,0.939393937587738,0.939393937587738,0.23024128377437592
0.9379844665527344,0.9379844665527344,0.9379844665527344,0.19825178384780884,0.8787878751754761,0.8787878751754761,0.8787878751754761,0.3388527035713196
0.9534883499145508,0.9534883499145508,0.9534883499145508,0.18849515914916992,0.939393937587738,0.939393937587738,0.939393937587738,0.19298817217350006
0.9224806427955627,0.9224806427955627,0.9224806427955627,0.1965981125831604,0.9090909361839294,0.9090909361839294,0.9090909361839294,0.19994604587554932
0.9767441749572754,0.9767441749572754,0.9767441749572754,0.09649686515331268,0.939393937587738,0.939393937587738,0.939393937587738,0.1799280047416687
0.9689922332763672,0.9689922332763672,0.9689922332763672,0.057200897485017776,0.939393937587738,0.939393937587738,0.939393937587738,0.1956709623336792
0.9767441749572754,0.9767441749572754,0.9767441749572754,0.052346475422382355,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.18269294500350952
0.9767441749572754,0.9767441749572754,0.9767441749572754,0.04537506029009819,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.19366337358951569
0.9922480583190918,0.9922480583190918,0.9922480583190918,0.03171307593584061,0.939393937587738,0.939393937587738,0.939393937587738,0.20171232521533966
1.0,1.0,1.0,0.01777505688369274,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.21496036648750305
1.0,1.0,1.0,0.011364989914000034,0.939393937587738,0.939393937587738,0.939393937587738,0.22085104882717133
1.0,1.0,1.0,0.013790428638458252,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.18216072022914886
0.9844961166381836,0.9844961166381836,0.9844961166381836,0.05996152013540268,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.19259390234947205
0.9689922332763672,0.9689922332763672,0.9689922332763672,0.06771799921989441,0.939393937587738,0.939393937587738,0.939393937587738,0.22102783620357513
0.9844961166381836,0.9844961166381836,0.9844961166381836,0.03107219934463501,0.8787878751754761,0.8787878751754761,0.8787878751754761,0.24400942027568817
0.9767441749572754,0.9767441749572754,0.9767441749572754,0.0752793475985527,0.939393937587738,0.939393937587738,0.939393937587738,0.12716002762317657
0.9922480583190918,0.9922480583190918,0.9922480583190918,0.02147599123418331,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.16023768484592438
0.9767441749572754,0.9767441749572754,0.9767441749572754,0.033338792622089386,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.4794592261314392
0.8139534592628479,0.8139534592628479,0.8139534592628479,0.5221259593963623,0.9090909361839294,0.9090909361839294,0.9090909361839294,0.3117470443248749
0.9457364082336426,0.9457364082336426,0.9457364082336426,0.22223423421382904,0.7878788113594055,0.7878788113594055,0.7878788113594055,0.5838435888290405
0.9224806427955627,0.9224806427955627,0.9224806427955627,0.18230023980140686,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.16370783746242523
0.9534883499145508,0.9534883499145508,0.9534883499145508,0.07667859643697739,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.18628239631652832
0.9922480583190918,0.9922480583190918,0.9922480583190918,0.037935685366392136,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.138604074716568
0.9922480583190918,0.9922480583190918,0.9922480583190918,0.03479527309536934,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.13276079297065735
1.0,1.0,1.0,0.017174873501062393,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.135067880153656
1.0,1.0,1.0,0.0186177808791399,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.1439751535654068
1.0,1.0,1.0,0.009350670501589775,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.16004717350006104
0.9922480583190918,0.9922480583190918,0.9922480583190918,0.014057977125048637,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.18038484454154968
1.0,1.0,1.0,0.0041726031340658665,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.19817401468753815
1.0,1.0,1.0,0.012319290079176426,0.9696969985961914,0.9696969985961914,0.9696969985961914,0.19317612051963806
